事件标题,时间,城市,链接,罪种,置信度
Carreta carregada com madeira tomba e bloqueia trânsito no Anel Viário Ayrton Senna em Uberlândia,2026-06-22T12:59:47+00:00,MG / Uberlândia / Distrito Industrial,https://g1.globo.com/mg/triangulo-mineiro/noticia/2026/06/22/carreta-carregada-com-madeira-tomba-e-bloqueia-transito-no-anel-viario-ayrton-senna-em-uberlandia.ghtml,veiculo,100
Motociclista é baleado ao desobedecer ordem de parada e atirar contra PMs durante perseguição em Teresina,2026-06-22T12:58:10+00:00,PI / Teresina,https://g1.globo.com/pi/piaui/noticia/2026/06/22/motociclista-baleado-perseguicao.ghtml,policia,95
Morre jovem baleado por motorista que reagiu a assalto em BH - Rádio Itatiaia,2026-06-22T12:57:30+00:00,MG / Belo Horizonte,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOYlFfZ0otLVhrZjJwWG1UUUpQWGtoOHJMSElpNlNORktrYTdRLWJUb3dHN2t3eW9UT1R4OTViRUJvUDJBRjJ5Um5uTFZBRTNHV2h6aXEtbDVrNjlHSzVhVFZqYndyUDE4T1dVUHRsODB6UndLWldSdGxYVUd2dWdyajd0NHpwMWcwR0doN1Z4VnA0N3VnUkVEbU4tai0wdm1QLVdIWlFKaDdIY3c?oc=5,homicidio,100
"Operação apreende 2,5 toneladas de drogas no interior Amazonas",2026-06-22T12:55:50+00:00,AM / Coari,https://g1.globo.com/am/amazonas/noticia/2026/06/22/operacao-apreende-25-toneladas-de-drogas-no-interior-amazonas.ghtml,trafico,95
GCM detém quatro suspeitos de roubo e recupera celular de vítima no Centro de Sorocaba - Cruzeiro FM,2026-06-22T12:55:39+00:00,SP / Sorocaba / Centro,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOMkJDdUFuSm9DWFZITG02VjdDeDhzOUxPRl8xdnBxcVVRajNQS0xCWkJxVUtnTXdqZlZPZUxwSVdxSXdhMDFMS0lyT3VPZEZYcjE3a3A2bFZZYnNKRlo3SFNwa2hPSU9yNWQtMHVScDJqNWZMNFFIRmxhbTBhZl9LU2tiNGd3TkpBQTdocVVYdWd4UEhLcU1zQ0pWY29DTkw4bDJ3clR2ajlCRkpUeW53VDVINFJLWUV2Vk5KWEZzUGM2aTJaUm1hUFQ5bFcwYXBPV0hhV0hvUE8?oc=5,policia,95
Homem é preso em flagrante após esfaquear o irmão na nuca em Tupã,2026-06-22T12:55:36+00:00,SP / Tupã,https://g1.globo.com/sp/bauru-marilia/noticia/2026/06/22/homem-e-preso-em-flagrante-apos-esfaquear-o-irmao-na-nuca-em-tupa.ghtml,homicidio,95
"Motorista reage a assalto e atinge suspeitos no bairro Umarizal, em Belém | Polícia | O Liberal - O Liberal",2026-06-22T12:52:13+00:00,PA / Belém / Umarizal,https://news.google.com/rss/articles/CBMitgFBVV95cUxPMkszV1ppSE5iQm1jd3NIa1dyVlpMOUpwbGpRS08xcktVQWJkT0ppaURMMjRwR0k1X1NkVmdyLWpuOS1XUVNqbV9mTms4VS1qT3JFY2JhQXIzYkZvX2JZeHZtMkw1cHdqMlUyNGh5T1pzVkowNjRPMDFZZ1h5M0N2b1NJN0NSN0ZiajFVQWJNaElhaElGTFlyc3pZVUVpUWJhYlNwY2x6TndIcU1EUWtQS3FCXzZld9IBuwFBVV95cUxOMDdVa2VHWEhRRWI1UlZIOHFmcWZZbk5wNDAtLVVvRGZkRDh2c0t1WUNmUXBrcHZxcE5ENzdfaWFmd0JKZWVCa2VWUlo1dERWaEUxU2ZicDR0MGFlUXdKQXV0ZWxYdG5qX3JoS3d2Zmc3eExxcDJMdnk2S0tHM0xhbTE3ZXVLM2lEQzNJZEdPS0NucVRELV95VEI0Y25kbzBCVEpRTUctZ2VCS0owcVRYUFdkYnI1NVRoWXd3?oc=5,roubo,90
"Motorista foge de blitz, se tranca em cabine de caminhão por mais de 1h e acaba preso com haxixe na MGC-393",2026-06-22T12:52:08+00:00,MG / Estrela Dalva,https://g1.globo.com/mg/zona-da-mata/noticia/2026/06/22/motorista-foge-de-blitz-se-tranca-em-cabine-de-caminhao-por-mais-de-1h-e-acaba-preso-com-haxixe-mgc-393.ghtml,trafico,85
Perseguição policial termina em acidente e prisão em Saquarema,2026-06-22T12:51:10+00:00,RJ / Saquarema,https://g1.globo.com/rj/regiao-dos-lagos/noticia/2026/06/22/perseguicao-policial-termina-em-acidente-e-prisao-em-saquarema.ghtml,policia,95
Apontado como chefe do crime na Kelson's é encontrado morto dentro de carro roubado na Penha - O Globo,2026-06-22T12:47:15+00:00,RJ / Rio de Janeiro / Penha,https://news.google.com/rss/articles/CBMigwJBVV95cUxPcWNYd3Y2LTE4NEo1eTlOTGFkUHdZMDRHdDJlcHg5cmpNVGNvRlZlay1Dc1F6NzhlMTNpZUJqUkhNTnZSR2NNbmdCWGZjdExWWDhJTElRYmNwZXBWUDBGUWZENFg4UURQSDBtQ2dvQ0hUR01DQWpHVWJOa1lsVDc0a0UwY3ZTNWh3Sk5ENFhrY3AyenhwMVQtTmhEZUJqd1V5cnVnYkVlTEkzalMtREZON3FDMlRrWFlUM3JPNzhEZkNRalJidW1hanR1V2hhWUNKdllYc2hfRE1TQzdKM255TS1EcVhDYjM3OGRuTlhoeHVzMHozQ0NxT3BaQmlRVWFQYUFV0gGSAkFVX3lxTE9Ca3dKWFpLUmxqWm01SUZyMFJqTElLQ0RaMlpvLS1WUjZLRTk5VFdLR2VEU1RKUnFqcUxvbUt1UTY2Q2REdE05Tk0yWVJnalFWakpaNnJBUmxCWmJJaG9NRU5IS1F3RVpXVGJvdUFQWjZjcHpaMWJ2LV94SE5NLThpbzUwTV8zNmt2bkhGcVhhZWU5elhRN25CSzFIN2tWLVNPS0lrNkhFRmhWSlJZX2VGOVdBOGpuZVRKUkw3aWpaUWN1WHlmVkVpcjYzczhQSEIyajJ5cFhheDF5dXp1Q0kyR1lfUHNlV1J0ZGZObWhNbUVYZlQ3T1BzOHRfNDN4UEJLTkp4UnRabUg3ZUFuV2pScmc?oc=5,homicidio,100
Mulher morre em acidente entre bicicleta elétrica e ônibus em MS,2026-06-22T12:43:24+00:00,MS / Bonito,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/22/mulher-morre-em-acidente-entre-bicicleta-eletrica-e-onibus-em-ms.ghtml,veiculo,95
Gusttavo Lima canta em guindaste e vai a 'espetinho' com fãs em Aracaju,2026-06-22T12:41:30+00:00,SE / Aracaju / Orla da Atalaia,https://g1.globo.com/se/sergipe/noticia/2026/06/22/gusttavo-lima-canta-em-guindaste-e-vai-a-espetinho-com-fas-em-aracaju.ghtml,outros,100
Acusada de matar duas crianças com ovo de Páscoa envenenado no MA será julgada nesta segunda-feira (22),2026-06-22T12:40:56+00:00,MA / Imperatriz,https://g1.globo.com/ma/maranhao/regiao-tocantina/noticia/2026/06/22/acusada-matar-duas-criancas-com-ovo-de-pascoa-envenenado-no-ma-sera-julgada-nesta-segunda-feira-22.ghtml,homicidio,100
"Motorista é preso em flagrante após atropelar e matar motociclista no Guamá, em Belém",2026-06-22T12:40:34+00:00,PA / Belém / Guamá,https://g1.globo.com/pa/para/noticia/2026/06/22/motorista-e-preso-em-flagrante-apos-atropelar-e-matar-motociclista-no-guama-em-belem.ghtml,homicidio,100
Homem em situação de rua é morto em praça de Maceió; PC investiga circunstâncias,2026-06-22T12:40:04+00:00,AL / Maceió / Poço,https://g1.globo.com/al/alagoas/noticia/2026/06/22/homem-em-situacao-de-rua-e-morto-em-praca-do-poco-em-maceio-pc-investiga-circunstancias.ghtml,homicidio,100
"Duplex em Petrópolis, apartamentos em Ponta Negra e mais: TJRN faz leilão com mais de 80 imóveis",2026-06-22T12:36:58+00:00,RN / Natal / Petrópolis,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2026/06/22/duplex-apartamentos-leilao-tjrn-imoveis.ghtml,outros,95
Duas pessoas morrem e seis ficam feridas em colisão entre três carros no Ceará,2026-06-22T12:35:11+00:00,CE / Tianguá / Sítio Bom Jesus,https://g1.globo.com/ce/ceara/noticia/2026/06/22/duas-pessoas-morrem-e-seis-ficam-feridas-em-colisao-entre-tres-carros-no-ceara.ghtml,veiculo,95
"Ciclista atropelado na BR-494 fazia treino e trafegava pelo acostamento, diz polícia",2026-06-22T12:30:43+00:00,MG / Divinópolis,https://g1.globo.com/mg/centro-oeste/noticia/2026/06/22/ciclista-atropelado-na-br-494-fazia-treino-e-trafegava-pelo-acostamento-diz-policia.ghtml,homicidio,95
Padrasto é preso no Paraná suspeito de estuprar enteada de 15 anos enquanto mãe estava fora de casa para trabalhar,2026-06-22T12:25:41+00:00,PR / Cascavel,https://g1.globo.com/pr/oeste-sudoeste/noticia/2026/06/22/padrasto-e-preso-no-parana-suspeito-de-estupro.ghtml,estupro,100
"VÍDEO: funcionários e clientes de farmácia são rendidos por assaltantes em busca de canetas emagrecedoras, no Paraná",2026-06-22T12:25:25+00:00,PR / Ibiporã,https://g1.globo.com/pr/norte-noroeste/noticia/2026/06/22/roubo-farmacia-ibipora.ghtml,roubo,100
Mulher é rendida durante roubo em residência em São Carlos - Jornal Primeira Página,2026-06-22T12:24:28+00:00,SP / São Carlos,https://news.google.com/rss/articles/CBMiogFBVV95cUxQYnRmYlBZcFRIaHRHVlUxWkQyYVJWNV9vTUNEak1IM3FHeFhlaDNDR0J0cDBMV0VyV0xLc0xKTDczUzZQbHM5dXJ3WFRnTG13TURwdkxvbFVoZlFRSm42eFM5Q1JGODhRVDFpN1lXeHJxTUhEOHBUZnlpcTRLdks0NV9PUmhpOUg0bXdVblVGMGJMdlI3ckljR3NPdXNhS0g4bVE?oc=5,roubo,95
"Criminosos atiram em portão, invadem casa e matam homem em Araguaína",2026-06-22T12:24:01+00:00,TO / Araguaína,https://g1.globo.com/to/tocantins/noticia/2026/06/22/criminosos-atiram-em-portao-invadem-casa-e-matam-homem-em-araguaina.ghtml,homicidio,100
Mãe e filhas morrem em acidente entre carro e carreta na BR-285,2026-06-22T12:22:08+00:00,RS / Colorado,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2026/06/22/mulheres-morrem-acidente-carro-carreta-carazinho-br-285.ghtml,homicidio,95
"Amigos de Franca, SP, morrem em batida com caminhonete em rodovia entre SP e MG",2026-06-22T12:20:25+00:00,MG / Sacramento,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2026/06/22/amigos-de-franca-sp-morrem-em-batida-com-caminhonete-em-rodovia-entre-sp-e-mg.ghtml,homicidio,95
VÍDEO: Motociclista é arremessado após sequência de batidas em Governador Valadares,2026-06-22T12:19:01+00:00,MG / Governador Valadares / São Cristóvão,https://g1.globo.com/mg/vales-mg/noticia/2026/06/22/video-motociclista-e-arremessado-apos-sequencia-de-batidas-em-governador-valadares.ghtml,outros,85
"Péricles, Simone Mendes, Dennis DJ e mais: confira a programação do Macapá Verão 2026",2026-06-22T12:15:51+00:00,AP / Macapá,https://g1.globo.com/ap/amapa/noticia/2026/06/22/pericles-simone-mendes-dennis-dj-e-mais-confira-a-programacao-do-macapa-verao-2026.ghtml,outros,100
Homem é preso no interior do AM suspeito de integrar rede financeira do Comando Vermelho,2026-06-22T12:13:40+00:00,AM / Tabatinga,https://g1.globo.com/am/amazonas/noticia/2026/06/22/homem-e-preso-no-interior-do-am-por-suspeita-de-integrar-rede-financeira-do-comando-vermelho.ghtml,faccao,95
40 aves são resgatadas após serem encontradas em gaiolas e dentro de um saco de estopa no Norte do Piauí,2026-06-22T12:11:14+00:00,PI / Buriti dos Lopes,https://g1.globo.com/pi/piaui/noticia/2026/06/22/aves-resgatadas-buriti-dos-lopes.ghtml,policia,85
VÍDEO: veja momento em que policiais encontram cocaína líquida em madeira durante operação,2026-06-22T12:08:34+00:00,MT / Cáceres,https://g1.globo.com/mt/mato-grosso/noticia/2026/06/22/video-veja-apreensao-de-cocaina-liquida-misturada-a-madeira-em-mt.ghtml,policia,95
"Motociclista morre após ser atingido por caminhonete na BR-070, em Várzea Grande (MT)",2026-06-22T12:05:41+00:00,MT / Várzea Grande / Trevo do Lagarto,https://g1.globo.com/mt/mato-grosso/noticia/2026/06/22/motociclista-morre-apos-ser-atingido-por-caminhonete-na-br-070-em-varzea-grande-mt.ghtml,homicidio,95
Bezerro nasce com duas cabeças no interior do Maranhão; mãe sobreviveu,2026-06-22T12:03:31+00:00,MA / Apicum-açu / Recanto dos Monteiros,https://g1.globo.com/ma/maranhao/post/2026/06/22/bezerro-nasce-com-duas-cabecas-no-interior-do-maranhao-mae-sobreviveu.ghtml,outros,100
"VÍDEO: porteiro ameaça motoboy com arma, e entregadores depredam prédio em protesto",2026-06-22T12:02:41+00:00,RJ / São Gonçalo / Alcântara,https://g1.globo.com/rj/rio-de-janeiro/noticia/2026/06/22/porteiro-ameaca-motoboy-com-arma-e-entregadores-depredam-predio-em-protesto.ghtml,violencia,85
Polícia prende envolvidos em roubo de carga de medicamentos - O Dia,2026-06-22T11:54:00+00:00,RJ / Rio de Janeiro,https://news.google.com/rss/articles/CBMiugFBVV95cUxOTklJcnh0VVUwakJKTzhHRUk4TlFqUzVmclUxeG54aEZwdGFBSlpEOTJSZ0NhTEtpcHFVVTFaU3ptOE96OGx1alJkUktkN2hxWGx0UjNYczl4NkczWkxub3IxazJzN1lWeHNKeUxPMzYzWEFKZklDd1puLUU5T3h4SERfLVliN0thb2c4YjlfenVwQ3BJOTlsX1pJYnRkSmtSVmJ6eGcyVlpHcDJwRkFrUnFqLUJqMVd3RFHSAb8BQVVfeXFMT0tzd1MwRGk4LWtBcy1wdzZubF9pQ0VkNF9LM3lHUkl4MWZwLWFKT0QyaDZ0Z0FxMzhhdWJxQ09HOHpEWldyX2xPcWhDRDk2RkdrZzZhekUzSlA4WVJJMFRGaGwxZ1l3aVM0aXhCcmN1N3huc21iRDNXQl9jSmdLUlBQTXJ2QVVjek1yZk1EWDNHTE1hNlFrM2tBQXJBOGc5ak0zQkFFamhfQnVJamR3NVJFc1RoMkI1aVZEX2JmdUE?oc=5,policia,95
Homem de 29 anos é assassinado a tiros em rua de Teresina; 2º caso em 1 hora,2026-06-22T11:52:36+00:00,PI / Teresina / Parque Progresso,https://g1.globo.com/pi/piaui/noticia/2026/06/22/assassinado-tiros-rua.ghtml,homicidio,100
Homem de 29 anos é assassinado a tiros em rua de Teresina; 2º caso em 1 hora - G1,2026-06-22T11:52:36+00:00,PI / Teresina,https://news.google.com/rss/articles/CBMiggFBVV95cUxPcklCb2UxaEduNHdwUjFldDlFRnloejNVOUcwUDJjSVJyS0Npc3Z3dmVkZ1FSd083WTlXVmtTcWY4ZnlUbUZXM2ctQTl1NnNuQ0JpX3FEQ09Ja2I0cng4WlYtcW5FTDl4TnZTQWpFdWtQRGg1bk01RUpyS3lyYW9od0NB0gGQAUFVX3lxTE5OeVV2RV9oblNWb3ktVTJuYm5rQkxTa2VLeE9BYjV3TWM0bUxEQTNrZXAtRWRmbkFPQ2VxZ2wxc2xpTXVhVjVRYWdwM3Z4UTVKM0FmNWJhb1lJaGwyNkpMX2JGRzBHOEl3aGxUaU5yNnpzLU1XYUtqT3lKRlVsY1YtMHZ2R0YtS296NVdHRnBZcA?oc=5,homicidio,100
Vereador do Paraná é preso pela 2ª vez no ano por crimes contra a ex; homem bateu e arrastou carro dela com filho criança dentro,2026-06-22T11:50:34+00:00,PR / Laranjeiras do Sul,https://g1.globo.com/pr/campos-gerais-sul/noticia/2026/06/22/vereador-do-parana-e-preso-pela-2a-vez-no-ano-por-crimes-contra-a-ex-homem-bateu-e-arrastou-carro-dela-com-filho-crianca-dentro.ghtml,violencia,90
"Filhos de mecânico que estava desaparecido o encontraram morto dentro de carreta parada em posto, diz família",2026-06-22T11:46:55+00:00,GO / Goiânia,https://g1.globo.com/go/goias/noticia/2026/06/22/filhos-de-mecanico-que-estava-desaparecido-o-encontraram-morto-dentro-de-carreta-parada-em-posto-diz-familia.ghtml,homicidio,100
Motorista atropela família no RS e foge sem prestar socorro; mulher morre,2026-06-22T11:46:51+00:00,RS / Mato Leitão,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2026/06/22/motorista-atropela-familia-no-rs-e-foge-sem-prestar-socorro-mulher-morre.ghtml,homicidio,100
"Morre o jornalista Fernando Campos, defensor do automobilismo goiano",2026-06-22T11:43:27+00:00,GO / Goiânia,https://g1.globo.com/go/goias/noticia/2026/06/22/morre-o-jornalista-fernando-campos.ghtml,outros,100
Quadrilha especializada no roubo de canetas emagrecedoras é desmantelada em São Paulo - R7,2026-06-22T11:40:26+00:00,SP / São Paulo,https://news.google.com/rss/articles/CBMi2wFBVV95cUxORXo4NHZpeGk1My1XempfOURqWmhodFl4TXB5X01DbDVEdHVfUWlsT3lCZS1MYjhlMGpWUUVPNjJGRnlIejJEQUFpRzNRVWNTY3dSbHEyLVFuU1JreHRYcjgzWUkxZGhlTnpMcmVBNnFUaXlfaHBlWE1PRDBpVThERm1ObUFHVnZDaTZXMTkxZnM1b2RhdjlqUUZjbkFJWnV4dTZaN1NYZWd4b2g4MEhSckZBNmNGQUdEaUg4dFRya09PQTJLN2NDZGRqZFRtSDlpV0dPeDNOdGZjNFE?oc=5,policia,95
Polícia prende três suspeitos por roubo de carga de medicamentos no RJ - CNN Brasil,2026-06-22T11:37:36+00:00,RJ / Rio de Janeiro,https://news.google.com/rss/articles/CBMivAFBVV95cUxPaDFseEZpQ3FlWk1weUtWcWotbjNMbHdKVUxxY2x2LUctU1drMEZ4MEdzVU1XSW5jNFJlTlBRNmEzZHZCRkNEM2hyMGZNRjZLTTF2aHFva1dZX20wUjZUWjNZWnB6Z1BZTDcyWjg5TGdJWThvalotaHdLeURJeXJDWjNBTUdfMzNaSHJmMUVnRmppem1NT0tSS1dZSW1acnM5UzlTMWtoVjZKalkzeFZILTBaTUVaN0NvaHRlWQ?oc=5,policia,95
Busca por pets mobiliza tutores em Petrolina com promessas de recompensa de até R$ 2 mil,2026-06-22T11:37:20+00:00,PE / Petrolina,https://g1.globo.com/pe/petrolina-regiao/noticia/2026/06/22/busca-por-pets-mobiliza-tutores-em-petrolina-com-promessas-de-recompensa-de-ate-r-2-mil.ghtml,furto,90
Guarda Municipal impede assalto e prende dois suspeitos em flagrante em Maceió - O Alagoano,2026-06-22T11:35:00+00:00,AL / Maceió,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQVGRybHduekEzb3lVd0NMcUVVejZKWHZNSHJ4T0VsX2dtMHhvVHFhd19oRG9GWDY0NF8yWWFfY1V1c0F5Z1ppVENlMHZuLUNuZEpaTHVzd2M2T1JnREE4WEFzN1R3MjVUWmlJazkzdEg0LW1Nb01wdm9LQmxKY3ZTa2FnWUg1anRfWWRTUFh4WXdVS21Vc1RQNnI1cmV2Ylk1UlRrS3NKaEJhZVZCcUlkLWR4LXJNNjlzSEFBa295RHF5b1JRU3o5cA?oc=5,policia,95
Morre cadela policial atropelada durante fuga de suspeitos em moto roubada em Vila Velha,2026-06-22T11:24:59+00:00,ES / Vila Velha,https://g1.globo.com/es/espirito-santo/noticia/2026/06/22/morre-cadela-policial-atropelada-durante-fuga-de-suspeitos-em-moto-roubada-em-vila-velha.ghtml,policia,85
"Morre Maria Ivete, irmã do humorista Renato Aragão",2026-06-22T11:23:57+00:00,CE / Fortaleza,https://g1.globo.com/ce/ceara/noticia/2026/06/22/morre-maria-ivete-irma-do-humorista-renato-aragao.ghtml,homicidio,95
Duas pessoas e cachorro morrem em incêndio no DF,2026-06-22T11:21:01+00:00,DF / Brasília / Estrutural,https://g1.globo.com/df/distrito-federal/noticia/2026/06/22/2-pessoas-e-1-cachorro-morrem-em-incendio-no-df.ghtml,homicidio,95
"Acidente entre três veículos deixa pessoa presa às ferragens na Rodovia Rio-Santos, em Angra dos Reis",2026-06-22T11:18:14+00:00,RJ / Angra dos Reis / Gambôa do Belém,https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2026/06/22/acidentes-rio-santos-em-angra-dos-reis.ghtml,veiculo,90
Torneiro mecânico é assassinado a tiros em Rio Preto - Jornal A Cidade de Votuporanga,2026-06-22T11:17:41+00:00,SP / São José do Rio Preto,https://news.google.com/rss/articles/CBMirAFBVV95cUxOYmJvTk5ZRWl6MzZBcmlVRmJZLVNCRFptRy1paEIwdzhVc1hUYTZDeU5QcFFXUnBqeUVxTm5NX3FOU3pGeGpNWnYtZFhsUFV6YlE5ajJiT3VxZ1p0VFIwUHRoSGtYOXpOVHlyem9MZWVmX01OaFMtem9kbE1xWC04QncyQUMxR2hnM194OU9sWlV0TFJOVVE3Rk1LcDAyaVNDY0xHSGxCOWkyd0Y0?oc=5,homicidio,100
Gerente operacional da Ceasa é morto a tiros em assentamento em Malhador,2026-06-22T11:16:24+00:00,SE / Malhador / Assentamento Marcelo Déda,https://g1.globo.com/se/sergipe/noticia/2026/06/22/gerente-operacional-da-ceasa-e-morto-a-tiros-em-assentamento-em-malhador.ghtml,homicidio,100
Adolescente de 13 anos morre afogado em rio após sair de festival de pipas em Teresina,2026-06-22T11:15:21+00:00,PI / Teresina / Povoado Cerâmica Cil,https://g1.globo.com/pi/piaui/noticia/2026/06/22/adolescente-morto-rio.ghtml,outros,95
Homem agride mulher grávida e ateia fogo em casa no DF,2026-06-22T11:09:14+00:00,DF / Sobradinho / Sobradinho II,https://g1.globo.com/df/distrito-federal/noticia/2026/06/22/homem-agride-mulher-gravida-e-ateia-fogo-em-casa-no-df.ghtml,violencia,95
Policial militar de folga reage a assalto e suspeito morre em farmácia de Pelotas - Terra,2026-06-22T11:05:00+00:00,RS / Pelotas,https://news.google.com/rss/articles/CBMihwJBVV95cUxNUXpjcHc1bFBtY280N09Nb2ZhMWlyc2dWNS1Bd1I5Ml9rQVBlM09FSlk0aVhaZ1VSemZLemJQY21xMXRyWW1wY1ZjVHB1OU9qX3VCNFBBeElmdF9fbHY3YWthaXhFU0RPaXlJYU9PUjJWSm9XUUpzNVFBTi01ZnVUeTBBSWtPRk0wVTlMZy1nbzYtRHdjNmktcjA3WlVwNjJobGhNXzVPeUNSU0ZfaGdkNXRZelRpd3NiYi1XQzV1X1dhN0N2UjJoXzRnZEJEd0ZSNUNGSUl4eVJWMEd1YktXVUxmRTBBWUJXanZWcUplRU9aZFN5VExmRXZkNG1GRUU5LUFRRW9rOA?oc=5,homicidio,95
Entenda como esquema internacional usava madeira para esconder cocaína; carga pode ser a maior da história do Brasil,2026-06-22T11:04:11+00:00,MS / Corumbá,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/22/entenda-como-esquema-internacional-usava-madeira-para-esconder-cocaina-carga-pode-ser-a-maior-da-historia-do-brasil.ghtml,trafico,100
Idoso é agredido e jogado de mureta de praia na Ilha do Governador; suspeito é preso por tentativa de homicídio,2026-06-22T11:02:40+00:00,RJ / Rio de Janeiro / Jardim Guanabara,https://g1.globo.com/rj/rio-de-janeiro/noticia/2026/06/22/homem-e-preso-por-tentativa-de-homicidio.ghtml,violencia,95
Ferro-velho clandestino pega fogo e coloca imóveis vizinhos em risco no Anel Viário de Uberlândia,2026-06-22T11:00:41+00:00,MG / Uberlândia,https://g1.globo.com/mg/triangulo-mineiro/noticia/2026/06/22/ferro-velho-clandestino-pega-fogo-e-coloca-imoveis-vizinhos-em-risco-no-anel-viario-em-uberlandia.ghtml,outros,95
PM reage a assalto em farmácia e mata suspeito em Pelotas - Jornal Tradição Regional,2026-06-22T10:58:55+00:00,RS / Pelotas,https://news.google.com/rss/articles/CBMirAFBVV95cUxNbEVvV0JpSlhlMUhnd0RqSVBZc000WXVkNEZCM2pmTmtYVkNiLXA5ekozZndyMDdHWV94WnJObDFtVGJCNVhod1J1THVsbDZaWUFENXA0LTg2YzRrX3VTeHEtWUdLUnhENS1ZZ2hQdm1oeml0bEhhWTVTNmZ1aG9JOVRYa04xVnowS0hEMGYtZ016YzgwZmk1WFZyU2hVbFVFZkRjY3J3ZmlhWV9l?oc=5,homicidio,95
"Batida entre dois carros deixa um morto e dois feridos na MGC-265, entre Muriaé e Miraí",2026-06-22T10:52:40+00:00,MG / Muriaé,https://g1.globo.com/mg/zona-da-mata/noticia/2026/06/22/batida-entre-dois-carros-deixa-um-morto-e-dois-feridos-na-mgc-265-entre-muriae-e-mirai.ghtml,veiculo,95
Comerciante é assassinado a tiros dentro de mercearia em Jacareí,2026-06-22T10:46:26+00:00,SP / Jacareí / Jardim Santo Antônio da Boa Vista,https://g1.globo.com/sp/vale-do-paraiba-regiao/noticia/2026/06/22/comerciante-e-assassinado-a-tiros-dentro-de-estabelecimento-em-jacarei.ghtml,homicidio,100
"Guarda Municipal prende dois suspeitos e impede assalto na Serraria, em Maceió - AL 102",2026-06-22T10:46:00+00:00,AL / Maceió / Serraria,https://news.google.com/rss/articles/CBMiuAFBVV95cUxORTdPUGlxRldzNXN6TVFIUlg3RHU1a0ZEc1VvZGJUQlJITXg1ZEY3bmJTOXRyd3FKU3lFeTRYa1NzTjVfRGE3WW9pNHluZUlhZ1ZwRzMwWEJ5dmV2VDRNUGVMZkFVSE11emFlM1lnLWloeHJ6Y29UODNmQlFQV3RwdkJxblcxVXhpTlAtcW45TWdQaDV1T0RTR1VEaGc4WlpPTkhBcXphbVljTEpFY1pwZm1CM1R2SHRk?oc=5,policia,95
Suspeitos de homicídio e tentativa de homicídio são presos horas após crime em Caxias do Sul - Clic Camaquã,2026-06-22T10:43:05+00:00,RS / Caxias do Sul,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQX1VGZTR1UmFlTmM3bEF5amg5ZllQTFpSRENza01zc0twMWRCR1JBaEZPMTF0a283YmxxWE5QUkp5cHdjRnRFUkpud0JUMnZrS05lSGFuNk1NYWx0MFVSU0lIMks5UnlQUURrWmt4Mi0tLTZBcFJJSERrOWo2VzdoLS1lZjFRTGtfWjIzaXl2emR3RVNmLW8tQWh1Vzh0dlJJaGN4TV93bFg2dU1uSzNOcXJadjhDUUtma2tXWHhxLUMzUQ?oc=5,homicidio,95
"Suspeito de homicídios, tráfico e roubo é morto a tiros em praça de Teresina; atirador fugiu de carro",2026-06-22T10:42:33+00:00,PI / Teresina / Mocambinho,https://g1.globo.com/pi/piaui/noticia/2026/06/22/morto-tiros-praca.ghtml,homicidio,100
"Suspeito de homicídios, tráfico e roubo é morto a tiros em praça de Teresina; atirador fugiu de carro - G1",2026-06-22T10:42:33+00:00,PI / Teresina,https://news.google.com/rss/articles/CBMifEFVX3lxTE5mQ2g0czRzNXhGWTRJaTAzbkl3VVM0aGo2LW9IbUVWWnpGajA3TGs2bl9UdHZ4eGdQeS1DeTV0NmRNZmZHdFVfSi0wVXA4Y1h2YVNXeXA5ZlFjQUd4Uk5Vb1ljRXRSbVFPanltOEJkWUJpaFJmN1pZR0F1cHjSAYsBQVVfeXFMTTlJcFJCRjdJTThZc1ctMFVYS2xXblZQSFRDY1NUaFdHNjJDaTlOcEVSUFBWT2RxdjBDUWNNaVZCNTNrdzNUN1RKai1HTno1UnZ6azFad0NJRWpVcFFDLWg1cUpWY0ZTUGE3cUpXdjhteHRZNnhNLVNoRkNzaFV1LXpZWlYyajVaTmRKVQ?oc=5,homicidio,100
Carro bate na traseira de ônibus estacionado e fica prensado sob veículo; vídeo,2026-06-22T10:37:58+00:00,CE / Aracati / Centro,https://g1.globo.com/ce/ceara/noticia/2026/06/22/carro-bate-na-traseira-de-onibus-estacionado-e-fica-prensado-sob-veiculo-video.ghtml,veiculo,95
Jovem morre após se afogar em cachoeira na Chapada dos Veadeiros,2026-06-22T10:37:10+00:00,GO / Alto Paraíso de Goiás / Fazenda São Bento,https://g1.globo.com/go/goias/noticia/2026/06/22/jovem-morre-apos-se-afogar-em-cachoeira-na-chapada-dos-veadeiros.ghtml,homicidio,95
